Exolelixixime north=Mosme south=Dasmino east=Egalusmo west=Eninodu
Amixagisna north=Do-Dinimina south=Do-Ama east=Exaxalo west=Mixexine
Maxu-A north=Esnilo south=Daxego east=Melile west=Emisna
Asmene north=Dexe south=Dexa east=Dasmelmo west=Asme
Dudolo north=Mode south=Dudola east=Asnixixe west=Dimilmisme
Dudola north=Dudolo south=Mismela east=Dusmo-E west=Menu-E
Emegudo north=Maxalu south=Mu-Mimo east=Agigodu west=Exegaxiga
Dolusmo north=Anu-Asme south=Danilo east=Megana west=Amoludo
Manelu north=Emino-Do south=Danina east=Emagasmo west=Dulo
Musnude north=Esnulme south=Esnu-A east=Dulmude west=Egagosmu
Egulmu north=Manixiga south=Elmalisma east=Do-Aliga west=Exolnu
Memodixixu north=Axanene south=Exo-Me east=Almima west=Menolmo
Exusnixu north=Danalilmu south=Emulmo east=Anemode west=Dilimigisno
Esnaxe north=Exulusne south=Mo-Mesne east=Enilmo west=Exodo-E
Axodisnu north=Amixagila south=Egusme east=Anigodu
Dolusme north=Emodulu south=Dodisnisnu east=Masmesmimo west=Egaxilnila
Exa north=Exanesna south=Alnina east=Degaga west=Do-Asnu
Asmena north=Exaliga south=Magalu east=Mimo-Du west=Dodele
Asmeme north=Dasmage east=Mimodo west=Enolo
Exe north=Ago-Agu south=Dismine east=Memolne west=Egixusne
Amalu-Mu north=Egigile south=Doleminu east=Dixisma west=Melno-E
Daxulna north=Mamelno south=Minalu east=Dusnusmigu west=Esmale
Demisna north=Mexu south=Dimilu east=Egodo west=Daxaxa
Du-Mo-E north=Digiginu south=Mixo-E east=Dimo-Du west=Modine
Mamu-E north=Examixo south=Mulisme east=Enalimo west=Maxu
Exo north=Dixe south=Mu-Denimu east=Almego west=Desmemu
Asmemo north=Mo-Mu-E south=Dimemimu east=Enimeme west=Megigima
Mamu-A north=Du-Mu south=Esnu-De east=Aginu west=Alnulo
Du-Mo-A north=Mulmusno south=Dilole east=Melanile west=Disnegu
Dinagu north=Digudilino south=Ago-Ale east=Molmene west=Anilosna
Exu north=Asmege south=Asmega east=Mosmusne west=Musneno
Dolnodu north=Asnininina south=Agodelme east=Elusmo west=Dulmude
Mododixa north=Du-Ena south=Du-Eno east=Elmu west=Enu-Du
Agu-Elo north=Megamige south=Dinisnixu east=Musne west=Agilme
Mu-Alo north=Elamela south=Exinasnu east=Molesnu west=Exaxulma
Axexesna north=Desnanu south=Dimigu east=Asmane west=Dudo
Mu-Ala north=Dolasme south=Agigudu east=Mila west=Alneximu
Magago north=Magudu south=Dosmexixigu east=Alinosme west=Mo-Du
Managinu north=Elosne south=Dagege east=Emego west=Dudu-Mo
Enemisna north=Emudanilu south=Elesne east=Asnegu west=Mu-Exa
Axexesme north=Dosnu-A south=Dexexa east=Deximililu west=Agu
Damoda north=Dosnana south=Mo-Mane east=Delnexo west=Animula
Melnudima north=Malodo south=Alnaga east=Enola west=Mixininigixo
Dalnola north=Enimeme south=Daniga east=Esnixisne west=Dimemimu
Mamilna north=Alilusmilino south=Emo-Alu west=Mimege
Daxasmo north=Mulu south=Elulele east=Mismexu west=Asmula
Agega north=Mosmige south=Minixila east=Mamu west=Asmama
Menesna north=Mosnelna south=Aligeximo east=Egalexixe west=Alnene
Dulelo north=Alnina south=Dismisno east=Axenemo west=Exane
Elnusminige north=Asnale south=Migismo east=Mu-Asnine west=Agolisnu
Axodilu north=Minamo south=Menage east=Anamigo west=Dulima
Damodu north=Esnosme south=Asnasnu east=Exixama west=Mu-Mo-E
Asnigo north=Enulne south=Elu-Ema east=Mimixe west=Dulusmu
Manexu north=Asnude south=Musmu-Dixo east=Dixale west=Mo-Mismisne
Asnigu north=Elilnina south=Mismu-E east=Mismudo west=Axigo
Daxode north=Do-Du-E south=Dolnanigu east=Mudo-Mimo west=Alelu-E
Manexo north=Milolmu south=Aginige east=Exesmo west=Damolno
Axodima north=Mulegilixu south=Denusna east=Mo-Eno west=Egelmilno
Asniga north=Asnige south=Elodismigixo east=Molasnina west=Damula
Dixamigu north=Du-Dexe south=Elagemixu east=Esneno west=Emegu
Amemosno north=Damusnu south=Exale east=Axamasme west=Molnilno
Asnige north=Du-Mila south=Asniga east=Egegu-Minu west=Milaximo
Menesmu north=Axasnisnu south=Mosnodu east=Migu-A west=Misnama
Dulelu north=Mesnalo south=Dudaxisne east=Desnegigisno west=Dageme
Dasnexu north=Mismesmu south=Exusna east=Egasnige west=Elmesne
Mu-Dudo north=Exelalma south=Ego-Du east=Misma west=Masmilnina
Anixa north=Anu-E south=Demu east=Mo-Elu west=Meganu
Enimisno north=Axudaxo south=Dasnalu east=Damasmile west=Manosmisno
Esmixiliga north=Daxalima south=Amagelmo east=Mudemo west=Agagesme
Axodine north=Disnelilnilnu south=Ego-Ema east=Anaxolmu west=Memelmo
Dosmulnu north=Mesmaxu south=Enemulmiga east=Asnesno west=Emalisna
Axodina north=Mo-Dalma east=Esnola west=Mulo-A
Anilo-Mo north=Migelnimo south=Menela east=Musnaxe west=Dagixu
Daxodu north=Menoda south=Agiligu east=Elodige west=Esmoligu
Danage north=Megaxe south=Mismina east=Masnema west=Musmasne
Elaxenigo north=Emigulino south=Emanexo east=Egagasna west=Miliga
Agixaginu north=Esmile south=Emodenu east=Esnusmu west=Dasmaxu
Mu-Agu north=Enudisne south=Digegisna east=Enimima west=Mo-E
Mimuda north=Du-Eno south=Mesnexe east=Amexilo
Agegu-Mu north=Malu-Disne south=Dulmamo east=Esno-E west=Dosmolo
Dodegine north=Do-Mo east=Disnego west=Asmolmo
Analalme north=Denudimo south=Elosnismo east=Alixegu west=Mudesna
Mimude north=Mesnexe south=Dolmexe east=Mo-Mu west=Dusmema
Enudiga north=Ego-Ma south=Asmodinu east=Milanisno west=Exeloliga
Mimudo north=Eneganige south=Du-Ena east=Mismosnu west=Danasme
Mu-Ago north=Modismo south=Alinala east=Eminixu west=Mo-Mo-Mimu
Degenu north=Egexesmo south=Mulina east=Asmanismu west=Digusno
Asnima north=Musnexa south=Mu-Dusmixa east=Almaninu
Mixuda north=Dulusme south=Emalno east=Dagixu west=Alosno
Elagime north=Exisna south=Exisno east=Amodilu west=Mu-Alna
Dinale north=Modigima south=Asnixixe east=Mu-Aga west=Mode
Asnime north=Mu-Dusmixa south=Egesme east=Magesnu west=Migu
Asnimo north=Do-Aliga south=Musnexo east=Mulneme west=Elmalisma
Elegimisnilno north=Asmule south=Mosmegiximo east=Alaximo west=Axu-De
Menoda north=Elu-Esme south=Daxodu east=Du-Mele west=Minalo
Dinalo north=Emaxelo south=Alninu east=Diginige west=Mu-Egigu
Asnilo north=Exu-Asma south=Asnila east=Esnenu west=Mulnasmo
Axamege north=Dilolnu south=Amagago east=Exulmo west=Egino
Eganamigismiga north=Mosmu-Da south=Dexisma east=Daligine west=Aganela
Mosnulno north=Analisno south=Mo-Mudo east=Danusnu west=Mulme
Meno-Do north=Enaxixa south=Masmisnilna east=Enulina west=Axinilo
Emulodisma north=Dilisno south=Examusmu east=Menosme west=Minosna
Amilala south=Asnelne west=Moligu
Du-Du-A north=Agosmismo south=Manisma east=Esnino west=Dexagu
Elisnilo north=Enilegisna south=Asmixa east=Manosmisno west=Dosmaxisma
Meno-Da north=Agagosmu south=Enenego east=Axemega west=Megusma
Mosnulnu north=Delme south=Mulage east=Denela west=Agame
Meno-De north=Esnanixu south=Alulalima east=Mimulo west=Masmaxa
Agolame north=Dosnismismigima south=Miminu east=Mulanu west=Mo-Exe
Asnila north=Asnilo south=Asnile east=Esnano west=Molo-Me
Amilalu north=Axelame south=Do-Dagu east=Dudaxu west=Dimusmu
Diname north=Molu-E south=Emu-Milnu east=Desnamu west=Dilemu
Asnile north=Asnila south=Do-Axa east=Elaxa west=Axine
Enelo-A north=Mu-Exe south=Egine east=Elesno west=Exo-Ma
Axaxege north=Dismo-Me south=Mo-Mu-E east=Daxusnismo west=Maxosme
Mu-Aga north=Modisme south=Modisma east=Megosmimu west=Dinale
Enosma north=Dimu-A south=Maludismo east=Magemu west=Aniximu
Anusnisnu north=Mosnine south=Demosnigo east=Enisnime west=Alinosno
Enosme north=Mudusmo south=Aninode east=Eginosna west=Memodilmu
Degelo north=Mu-Dalu south=Dolesne east=Mixigu west=Egenelo
Dinana north=Esmuda south=Demigu east=Manuda west=Degodo
Alulaxe north=Asmixo south=Minima east=Exexalinu west=Malisnina
Enosmo north=Megemu south=Egimudo east=Amisnu west=Malisne
Dalnodu north=Mexaxe south=Mexaxa east=Esmasmo west=Axilo
Agolane north=Exenoda south=Danoda east=Emisma west=Agageximimixisme
Dimolu north=Amo-Age south=Amelelmu east=Delo west=Delmime
Mosninimismo north=Delaxa south=Alnudu east=Dexusme west=Mu-Alme
Dixolo north=Disnu-Da south=Disna east=Modusnilmo west=Axaxo-E
Malnenigu north=Animula south=Musmege east=Mo-Mane west=Dalolna
Degema north=Mameno south=Migasne east=Do-Dexo west=Agigulixo
Agusninu north=Mixo south=Emimima east=Milele west=Dexigu
Dixole north=Enixelo south=Anu-Ane east=Dudixe west=Egexila
Dinano north=Agimagu south=Alisnu east=Mexixixu west=Eninile
Enosna north=Esmule south=Mosnulo east=Axasma west=Mu-Dusna
Enu-Mixisno south=Demo-Do east=Mudamo west=Emasme
Exeloliga north=Emexexe south=Mo-Degigisne east=Enudiga west=Asnu-Mo
Egudiga north=Mulosma south=Exesnigu east=Musnoda west=Aligodilo
Agolanu north=Menima south=Amilo-Da east=Egago-Dixa west=Modexa
Dulege north=Dolma south=Alo-Da east=Mosmu-Me west=Eninimu
Enosne north=Anenino south=Dinosnigo east=Musmexe west=Minaxu
Dixolu north=Axismilno south=Alu-Me east=Axime west=Axeno-Da
Amudude north=Modile south=Memaxu east=Anaxu west=Exusne
Enosno north=Asnanu south=Emo-E east=Amixudo west=Misnexe
Dixalma north=Anodeno south=Esmosmu east=Agalu west=Enaxodilnine
Enosnu north=Demexu south=Alodu-A east=Mu-Dulo west=Enegilne
Musno-Mu north=Axigu-A south=Do-Mo-Du west=Axasmo
Dulego north=Mexolu south=Dixo-Da east=Meleno west=Dusno-E
Dusmelilo north=Anasnimo south=Migelo east=Dolnolma west=Dalixinile
Dismudilixu north=Elnu-A south=Memixa east=Eligigimu west=Delo-A
Dodagu north=Enodo south=Agosnime east=Enalodu west=Esnixa
Alulamu north=Do-Dude south=Mu-Dalu east=Digisnu west=Dilnaga
Dodago north=Alaxo south=Almosno east=Emodusmimu west=Esnixo
Agosmo north=Mosnanixa south=Agosma east=Agixixu west=Meniga
Milaximo north=Mixaniminu south=Damula east=Asnige west=Axosna
Axismigo north=Exismiga south=Migale east=Alinu-A west=Esnege
Egudino north=Demege south=Desmudilima east=Asmu west=Mu-Dimina
Exu-Eme north=Anudelixu south=Maxo-Mu west=Magesmo
Alno-Mismu north=Mudule south=Esmene east=Do-Do-Ma west=Mino-A
Emino-Do north=Danine south=Manelu east=Ano-Do west=Agego-Misna
Dolnolo north=Desmelo south=Masnixina east=Axixanu west=Esnole
Dodage north=Almosno south=Dulmo east=Egosnimu west=Disnula
Dasnena north=Dilo-Mima south=Mudo-Da east=Axesmo west=Mosnemo
Mesnosmo north=Melenimu south=Du-Alna east=Exexusna west=Asmelixu
Exu-Ema north=Dudeme south=Elanude east=Demama west=Masmalo
Agosmu north=Dulala south=Molno-Du east=Axamulo west=Dulmemu
Exu-Elu north=Dudosno south=Egenige east=Asmusmo west=Analaligigisma
Ego-Misnimu north=Do-Diga south=Anexamo east=Egamine west=Dixelmo
Agosno north=Dusnela south=Asmismo east=Mamana west=Alelnismiminisna
Esmasnu north=Eminigu south=Dilixe east=Emegige west=Masmigu
Dulmemisne north=Mismismisna south=Amanilu east=Elaxisme west=Alelexixe
Desmudu north=Emegu south=Esmulmixu east=Elagemixu west=Anasmu
Asmu-Mino north=Desnasne south=Mulosma east=Musnode west=Eno-Almo
Duligimigo north=Amina south=Asno-De east=Dixage west=Alno
Magane north=Milixinisma south=Aganusne east=Dismego west=Meludu
Dago-A north=Dilnu south=Damosna east=Axigemo west=Ego-Misma
Asmodilna north=Elimixu south=Dalno-A east=Analu
Dago-E north=Dasnasmisno south=Dilnu east=Aludu west=Eno-Mo
Damolno north=Dinisna south=Exudixa east=Manexo west=Dexixu
Esmasne north=Alenulno south=Esmasna east=Disno west=Do-Mosno
Exulode north=Agodesmo south=Mexilmo east=Dulo-A west=Dinu-Mixe
Amo-Ene north=Demode south=Anu-Exe east=Emulosma west=Mulmu
Mo-Asmino north=Mixo-De south=Amanano east=Degaxa west=Dudame
Enudanige north=Mosnulisme south=Du-Mismimo east=Eno-Mo west=Egelegixe
Agosnu north=Asmismu south=Dolulu east=Egasnu west=Dixilnu
Dulna north=Axudulu south=Mo-Me east=Ego-E west=Dudala
Esmasna north=Esmasne south=Alenude east=Mixudila west=Esnama
Maxodiniga north=Dosmilmu south=Dagixa east=Menelu west=Manilmo
Asmagisnu north=Anesno south=Eminexo east=Memexa west=Elenudila
Melasma north=Exosno south=Axaliga east=Mudige west=Amamexixu
Aninu north=Esnu-Me south=Asmisnilo east=Dusmegimu west=Esnulma
Emigelne north=Minulnu south=Minimixixe east=Amolo-A west=Mulemo
Axinilo north=Axu-Dine south=Aludalu east=Meno-Do west=Exenusmo
Egilegu north=Axu-Do south=Ememusma east=Do-Misnu west=Elmudixe
Dulme north=Mulimo south=Digude east=Agu-Mo west=Mimemixu
Dulmo north=Dodage south=Danudo east=Mo-Diga west=Esnixu
Agameme north=Anixesmo south=Egismima east=Axelolu west=Elaxigu
Esmasmo north=Modolo south=Amudolmu east=Amulolo west=Dalnodu
Magame north=Asnolna south=Misnusma east=Axeno-Da west=Amodexe
Axu-Mu north=Mixesno south=Esnimu east=Esmelmismo
Musmixigu north=Esnegine south=Elnulu east=Modosnino west=Mexexu
Esmasme north=Degega south=Magode east=Dusmilu west=Dexanige
Anelnu north=Disname south=Dalnalno east=Malisnime west=Mudo-Mo
Agamemo north=Megego south=Modixu east=Emixile west=Mamime
Axu-Ma north=Anixexo south=Exosnigo east=Elanana west=Do-Alu
Minusme north=Dinilmu south=Modolmo east=Mulusne west=Mosmimu
Axu-Me north=Mosno-E south=Esnime east=Do-Eno
Agaxeme north=Emenixo south=Demine east=Modine west=Mismismu
Axixusme north=Almago south=Axinolima east=Elilmu west=Mixine
Magala north=Mudalu south=Digilme east=Mu-Ema west=Agu-Mo
Eminesne north=Mo-Molimu south=Axodexe east=Egegudu west=Musmexisna
Anelmu north=Denine south=Axegimixe east=Dela west=Du-Miginismo
Agosma north=Agosmo south=Aludo-Du east=Do-Du west=Egalinu
Axismige north=Alu-Mu south=Alnusna east=Miludo west=Dagula
Magalu north=Asmena south=Dudamo east=Alagene west=Mosno-Mo
Amilano north=Almasnixa south=Daname east=Degu-E west=Demexixu
Magalo north=Egenige south=Exu-Ala east=Desnodu west=Melnaxigine
Anelmo north=Menalma south=Dosmulimu east=Maxudo west=Anenosmo
Dixasnimo north=Agilodu south=Elmixinu east=Elnodu west=Mudila
Migu-A north=Alelema south=Dinulu east=Misnodo west=Menesmu
Exegusnila north=Alexu south=Elismo east=Agemosma west=Denolme
Dusnaxu north=Manisma south=Esnimismo east=Mulo west=Agusne
Elnilna north=Enusmo south=Mamegixa east=Digigu west=Megodilo
Enano north=Anodena south=Aginemo east=Agala west=Agimu
Duleno north=Delmo south=Delme east=Esmismu west=Egulige
Dodala north=Manolisnilo south=Dosnosne west=Exolama
Dixilmiga north=Misninu south=Elmisme east=Ego-Ale west=Amaxa
Degega north=Amudolmu south=Esmasme east=Asnamu west=Mo-Ago
Dusnaxe north=Migusna south=Denasnima east=Mosna west=Axude
Eninesno north=Asnano south=Mulnu-Ma east=Egelesme west=Amixixa
Molasno north=Anagiga south=Mulamu east=Agaxulne west=Elulismu
Desnilme north=Dodolna south=Daneno east=Agoluda west=Dimoda
Emolo north=Animolme south=Mo-Maxa east=Milulixinu west=Eganamilima
Dusnaxo north=Elnesnu south=Musmaxo east=Ememo-E west=Emanisne
Misnosne north=Egula south=Dulusmu east=Enulne west=Alosna
Molasne north=Amexu-A south=Mo-Migo east=Disnaxu west=Alixexa
Eludulo north=Enimusmimo south=Dolmime east=Elimolo west=Elosmigo
Anemexu south=Memelmo east=Disnelilnilnu west=Alagulne
Anexexe north=Damudu south=Demega east=Mulnamo west=Dosnima
Enamo north=Asmudine south=Milimilnixinigine east=Esmo west=Egexulisnu
Dulu-Da north=Exigu south=Enilo-E east=Agexu-Ma west=Esnelna
Molasnu north=Mulamu south=Amamosmo east=Enegudima west=Asmole
Agamele north=Misnama south=Emolino east=Mosnodu west=Elmelo
Anine north=Dosme south=Emegaxa west=Dulixu
Amolodo north=Esmoligu south=Mamelno east=Agiligu west=Dolmosmigu
Egilege north=Dodexe south=Dodexa east=Anixoda west=Danimu
Misnosmo north=Elmolino south=Dixiligixa east=Amolmige west=Dudo-Mo
Alnaxa north=Ego-Amimu south=Egalmigine east=Egenosnu west=Asmamu
Axinosnimu north=Enale south=Musninu east=Asmego west=Axilane
Anu-Elu north=Agimo east=Dasnegu west=Asmexo
Anino north=Axinema south=Dilalnisno east=Dame west=Emixo
Dodalo north=Dixinu south=Dosnule east=Alma west=Do-Agige
Egigolisne north=Anu-Exe south=Dodamo east=Musniximu west=Egimagu
Amagusmixu north=Axixana south=Esnilma east=Exanalo west=Ano-Do
Alegago north=Dulaxe south=Esnusme west=Mimige
Enalo north=Alegige south=Emulage east=Emaxula west=Do-Egismigilnimo
Denixa north=Axego-E south=Dago east=Asnane
Esnu-E north=Agexixe south=Mesmu-E east=Do-Egismigilnimo west=Delnuda
Desniginu north=Anu-Alu south=Mu-Demigu east=Minolu west=Mimaxu
Enale north=Mexamo south=Axinosnimu east=Exuleme west=Alnama
Enalude north=Axagodixe south=Melno-E east=Egigile west=Anexusme
Esnu-A north=Musnude south=Meleno east=Anu-Dismo west=Mexolu
Denixu north=Dinexinu south=Daga east=Emisne
Alenexa north=Exagosmu south=Exulmo east=Dalmene west=Dilolnu
Axudenu north=Asnilnimu south=Muluda east=Asnene
Denixo north=Malmu south=Manesmo east=Masne
Dululigo north=Megama south=Exexu-A east=Dasnixo west=Emosma
Denudimo north=Migode south=Analalme east=Amu-Ena west=Elnu
Molmene north=Asnigino south=Agesmu east=Manisnu west=Dinagu
Dosneno north=Mo-Egu south=Mudemu east=Aludina west=Esnuda
Axu-Mile north=Emodu south=Mu-Eme east=Dolegu west=Dodudu
Enigemimo north=Do-Megina south=Amalme east=Mimagimu west=Mamusne
Dosnenu north=Manola south=Enodu-E east=Anelosmo west=Asmudisnu
Dagasmisno north=Mu-Damu south=Amo-Da east=Molega west=Danixa
Agodiga north=Anelusnu south=Mimasnu east=Emigemimismo west=Memusne
Dixisma north=Egenema south=Exexano east=Axusmo west=Amalu-Mu
Agodigo north=Elinagimigu south=Mexusno east=Mo-Dimo west=Memusnu
Agininu north=Migudo south=Alnila east=Alilo west=Enasma
Magaxe north=Do-Dima south=Esmige east=Du-Amo west=Dagixo
Magaxa north=Masnanu south=Egudesmisma east=Mexinisno west=Modo-Mile
Amigu-E north=Malo south=Axixaxe east=Mesnemu west=Exixama
Misno-Dima north=Dasnoda south=Amisnime east=Digusmino west=Molnegixilu
Anolnina north=Exanilna south=Exigolo east=Agigesna west=Dosmemina
Egulo-Ma north=Mismasmu south=Egixano east=Amisno west=Memesne
Asnisno north=Amana south=Eludo east=Do-Mu-E west=Dulisna
Asnisnu north=Alixima south=Dalene east=Dilo west=Damixu
Enu-Elu north=Deno-A south=Mu-Damu east=Elanasmiga west=Mixige
Exaxelu north=Asnu-A south=Agaxane east=Emusna west=Dinolimu
Agilimimu north=Egaxudo south=Exulu-Du east=Esnusmixu west=Mu-Esno
Melile north=Exagimo south=Masmu east=Egixamu west=Maxu-A
Dilanilu north=Desnesne south=Mesnegu east=Miligu west=Dalaxinu
Asnisne north=Melmosmima south=Asmusnixe east=Eludolimo west=Desnuda
Melila north=Masmu south=Muligo east=Desnesmo west=Du-Agu
Axesnixo north=Ego-Misma south=Eno-Mu east=Damosna west=Mudola
Migasne north=Degema south=Emalnixila east=Mesmusno west=Melu-E
Misnaxu north=Memaxe south=Ene east=Denosno west=Axagusme
Anegudo north=Eninodu south=Degosnine east=Dasmino west=Dexolu
Asnismu north=Minexe south=Minexa east=Anexudo west=Anu-Asmu
Anudosma north=Exigega south=Melnudililu east=Dulu-A west=Dodasme
Dixismu north=Emixile south=Emelnu east=Demexixu west=Modixu
Mu-Egixu north=Asmexe south=Degaga east=Modigu west=Exanesna
Danaxa north=Emixexa south=Exanole east=Memisnu west=Mo-Exina
Mo-Elo north=Damenu south=Modolilmu east=Exinelo west=Deme
Egolma north=Menisnile south=Dexigu east=Mixo west=Maxeno
Enu-Emo north=Dasnegu south=Emesmino east=Migalixu
Axego-E north=Aginaga south=Denixa east=Asnana
Malnisnixo north=Amanino south=Du-Du-Dilo east=Axo west=Amilne
Miloligixe north=Minalu south=Asnena west=Melinilo
Exolo north=Magemu south=Enimixu east=Dimulmo west=Maludismo
Dilmula north=Emexeno south=Anu-Esnu east=Masmigu west=Modusna
Mu-Axe north=Mesnesne south=Agolmu east=Emasna west=Mismode
Mismodilmo north=Delega south=Exesmu east=Daxesmo west=Disnela
Mu-Deno north=Menolmo south=Mexode east=Exo-Me west=Agalo
Egodasme north=Dulnina south=Ego-Alo east=Axexolnu west=Dilelu
Meline north=Memena south=Egimu-Du east=Esmama west=Damu
Du-Daxe north=Enexu south=Maxele east=Agigode west=Dalnosnigo
Digolo north=Dodudina south=Molime east=Enududu west=Elodasninu
Mu-Axu north=Elinesnu south=Enusnu east=Mu-Do-E west=Denila
Desnu-Do north=Degaxa south=Anu-Exo east=Almixe west=Amanano
Agu-Asmo north=Mimisnimixo south=Demila east=Mo-Digo west=Mamexe
Mududo north=Masmaxa south=Egesno east=Alulalima west=Exemusma
Axigismu north=Demo south=Anu-E east=Exelasnu west=Agulino
Delelna north=Masnime south=Amagudo east=Esnisnimo west=Emo-Migimo
Memulixo north=Alelmo south=Agolo east=Dinusme west=Dasmimu
Analegisme north=Egamila south=Egoduda east=Diludo west=Asnagu
Anilema north=Agexu-Ma south=Egilnisme east=Asnegile west=Enilo-E
Do-Axinu north=Anemenime south=Anoludimu east=Masmudixe west=Elulme
Mo-Masno north=Dismudimu south=Du-Maxe east=Agu-Ano west=Enasnimu
Deximigu north=Do-Mino south=Asmelmu east=Mismego west=Masnusme
